#loc_id	ags	ascii	name	lat	lon	amt	plz	vorwahl	einwohner	flaeche	kz	typ	level	of	invalid
31778	G5317	MAGGIA	Maggia	46.257411	8.692013		6673		2281	1110.9		Gemeinde	6	78648	
79581	G5193	MAGLIASO	Magliaso	45.98171	8.888572		6983		1359	10.9	TI	Gemeinde	6	78645	
31108	G3953	MAIENFELD	Maienfeld	47.022065	9.546837		7304		2368	323.2		Stadt	6	78616	
79548	G5074	MAIRENGO	Mairengo	46.501664	8.794939		6763		272	66.5	TI	Gemeinde	6	78643	
30860	G2853	MAISPRACH	Maisprach	47.521894	7.838998		4464		885	50.6		Gemeinde	6	78591	
31109	G3926	MALADERS	Maladers	46.83973	9.568105		7026		506	75.9		Gemeinde	6	78619	
79379	G3954	MALANS	Malans	46.983827	9.580641		7208		1908	114	GR	Gemeinde	6	78616	
79675	G5526	MALAPALUD	Malapalud	46.622501	6.635949		1042		61	8.3	VD	ehem. Gemeinde	7	31877	
31110	G3912	MALIX	Malix	46.808705	9.521031		7074		663	125.6		Gemeinde	6	78619	
30713	G0697	MALLERAY	Malleray	47.236665	7.268537		2735		1854	102.6		Gemeinde	6	78541	
78617	B1827	MALOJA	Bezirk Maloja;Distretto di Maloggia						18813	9735.6	GR	Bezirk	4	142	
31111		MALOJA	Maloja	46.311052	9.7790689737		7516						7	31176	
31301	G1062	MALTERS	Malters	47.041322	8.193426		6102		6127	286.3		Gemeinde	6	78556	
31779	G5041	MALVAGLIA	Malvaglia	46.433429	9.005017		6713		1172	803		Gemeinde	6	78642	
31638	G4826	MAMMERN	Mammern	47.641861	8.918147		8265		533	54.2		Gemeinde	6	78639	
79428	G4105	MANDACH	Mandach	47.550629	8.18329		5318		313	55.7	AG	Gemeinde	6	78625	
30930		MANNENS	Mannens	46.801931	6.9663477161		1775						7	79036	
31780	G5194	MANNO	Manno	46.031003	8.915837		6928		1045	23.8		Gemeinde	6	78645	
31977	G5790	MARACON	Maracon	46.553065	6.878638		1613		416	43.9		Gemeinde	6	78669	
78974	G1006	MARBACH	Marbach (LU)	46.855324	7.903835		6196		1175	451	LU	Gemeinde	6	78554	
79285	G3253	MARBACH	Marbach (SG)	47.385836	9.579298		9437		1779	43.9	SG	Gemeinde	6	78605	
78564	B0505	MARCH	Bezirk March	47.11911	8.8992996425				32995	1768.2	SZ	Bezirk	4	151	
31978	G5430	MARCHISSY	Marchissy	46.49527	6.231109		1261		348	119.8		Gemeinde	6	78671	
31537		MARIASTEIN	Mariastein	47.462409	7.5189116783		4115						7	79164	
31367	G6457	MARIN-EPAGNIER	Marin-Epagnier	47.011532	7.009343		2074		3611	33.5		ehem. Gemeinde	7	152166	
79095	G2206	MARLY	Marly	46.775917	7.147086		1723		7184	77	FR	Gemeinde	6	78573	
31112	G3533	MARMORERA	Marmorera	46.497425	9.64815		7456		49	189		Gemeinde	6	78611	
79817	G5820	MARNAND	Marnand	46.76067	6.901661		1524		145	22.4	VD	Gemeinde	6	78665	
31781	G5195	MAROGGIA	Maroggia	45.934208	8.976994		6817		562	10		Gemeinde	6	78645	
30931	G2140	MARSENS	Marsens	46.656244	7.049728		1633		1374	78.1		Gemeinde	6	78572	
32259	G0035	MARTHALEN	Marthalen	47.618708	8.646823		8460		1803	141.2		Gemeinde	6	78517	
79751	G5676	MARTHERENGES	Martherenges	46.660073	6.753676		1063		71	8.3	VD	Gemeinde	6	78666	
78680	B2307	MARTIGNY	District de Martigny						33693	2633.5	VS	District	4	156	
32124	G6136	MARTIGNY	Martigny	46.103024	7.087526		1920		14361	249.7		Stadt	6	78680	
79881	G6137	MARTIGNY-COMBE	Martigny-Combe	46.072915	7.031874				1731	376.3	VS	Gemeinde	6	78680	
32125		MARTIGNY-CROIX	Martigny-Croix	46.082144	7.1002995386		1921						7	79881	
31113		MARTINA	Martina	46.882629	10.4667681636		7560						7	79351	
79887	G6178	MARTISBERG	Martisberg	46.39375	8.091275		3994		27	30.1	VS	Gemeinde	6	78682	
32260	G0008	MASCHWANDEN	Maschwanden	47.234626	8.427361		8933		553	46.8		Gemeinde	6	78516	
32126	G6085	MASE	Mase	46.193562	7.458064		1968		207	111		Gemeinde	6	78678	
79338	G3663	MASEIN	Masein	46.697204	9.424091		7425		366	42	GR	Gemeinde	6	78613	
31782	G5196	MASSAGNO	Massagno	46.014289	8.944453		6900		5558	7.3		Gemeinde	6	78645	
79894	G6215	MASSONGEX	Massongex	46.233415	6.981161		1869		1319	66.3	VS	Gemeinde	6	78683	
79058	G2086	MASSONNENS	Massonnens	46.694908	6.971642		1692		403	42.5	FR	Gemeinde	6	78571	
31114	G3943	MASTRILS	Mastrils	46.962152	9.532212		7303		529	79.8		Gemeinde	6	78616	
79846	G5919	MATHOD	Mathod	46.759416	6.564953		1438		459	65.9	VD	Gemeinde	6	78667	
31115	G3708	MATHON	Mathon	46.635594	9.407513		7433		52	151.3		Gemeinde	6	78613	
79096	G2208	MATRAN	Matran	46.783821	7.086984		1753		1261	28.6	FR	Gemeinde	6	78573	
31016	G1615	MATT	Matt	46.969046	9.192651		8766		381	411.8		Ort	6	153485	
78855	G0587	MATTEN	Matten bei Interlaken	46.670765	7.871867		3800		3671	59.2	BE	Gemeinde	6	78538	
78835	G0543	MATTSTETTEN	Mattstetten	47.023119	7.520334		3322		583	38.1	BE	Gemeinde	6	78536	
31538	G2427	MATZENDORF	Matzendorf	47.303302	7.624824		4713		1305	112.5		Gemeinde	6	78578	
31641	G4591	MATZINGEN	Matzingen	47.51958	8.931923		9548		2324	77.2		Gemeinde	6	78636	
31979	G5562	MAUBORGET	Mauborget	46.866437	6.609252		1453		85	55		Gemeinde	6	78667	
31302	G1091	MAUENSEE	Mauensee	47.171292	8.063326		6216		958	71.6		Gemeinde	6	78557	
32261	G0195	MAUR	Maur	47.335046	8.659402		8124		8677	147.6		Gemeinde	6	78524	
79656	G5488	MAURAZ	Mauraz	46.601512	6.416694		1148		48	5	VD	Gemeinde	6	78670	
80002	G7008	MAUREN	Mauren	47.211726	9.563943		9493					ausländisches Areal Liechtenstein	6	107	
31783	G5011	MEDEGLIA	Medeglia	46.120005	8.95331		6809		330	62.7		Gemeinde	6	78641	
79616	G5391	MEDEGLIA-CADENAZZO	Medeglia-Cadenazzo	46.144564	9.095735					28.8		Comunanza	6	153	
79383	G3983	MEDEL	Medel (Lucmagn)	46.623618	8.792932				470	1362.1	GR	Gemeinde	6	78621	
31116		MEDELS	Medels im Rheinwald	46.523467	9.2825101025		7436					ehem. Gemeinde	7	31175	
31303	G1063	MEGGEN	Meggen (LU)	47.051418	8.371049		6045		5923	72.8		Gemeinde	6	78556	
78493		MEGGENHORN	Meggenhorn	47.033699	8.3541950044				14			ehem. Stadt	7	31303	
78494		MEIENBERG	Meienberg	47.198602	8.374785927				1400			ehem. Stadt	7	30531	
78794	G0389	MEIENRIED	Meienried	47.136364	7.331951		3294		59	6.5	BE	Gemeinde	6	78532	
31304	G1064	MEIERSKAPPEL	Meierskappel	47.118131	8.441346		6344		1019	67.9		Gemeinde	6	78556	
78766	G0307	MEIKIRCH	Meikirch	47.00397	7.365878		3045		2482	102.3	BE	Gemeinde	6	78528	
78522	B0107	MEILEN	Bezirk Meilen						87030	846.3	ZH	Bezirk	4	158	
32262	G0156	MEILEN	Meilen	47.280584	8.650902		8706		11480	119.5		Stadt	6	78522	
30989	G6629	MEINIER	Meinier	46.238132	6.23484		1252		1696	69.6		Gemeinde	6	78693	
30714	G0390	MEINISBERG	Meinisberg	47.16322	7.348854		2554		1189	44.2		Gemeinde	6	78532	
30715	G0785	MEIRINGEN	Meiringen	46.72249	8.118133		3860		4723	406		Gemeinde	6	78545	
30498	G4202	MEISTERSCHWANDEN	Meisterschwanden	47.297224	8.228017		5616		2055	42.6		Gemeinde	6	78628	
31784	G5197	MELANO	Melano	45.925867	8.993356		6818		1102	46.4		Gemeinde	6	78645	
30716	G0333	MELCHNAU	Melchnau	47.178131	7.838131		4917		1669	103		Gemeinde	6	78529	
31393		MELCHTAL	Melchtal	46.860868	8.2791292259		6067						7	31391	
31785	G5198	MELIDE	Melide	45.954997	8.944436		6815		1501	16.8		Gemeinde	6	78645	
79498	G4314	MELLIKON	Mellikon	47.563315	8.345048		5465		257	27.1	AG	Gemeinde	6	78632	
30499	G4033	MELLINGEN	Mellingen	47.42037	8.271932		5507		4239	48.7		Stadt	6	78623	
31433	G3293	MELS	Mels	47.016216	9.518628		8887		7837	1391.2		Gemeinde	6	78607	
79211	G2620	MELTINGEN	Meltingen	47.37893	7.587384		4233		603	57.4	SO	Gemeinde	6	78586	
78646	B2106	MENDRISIO	Distretto di Mendrisio						45724	1008.9	TI	Distretto	4	153	
31786	G5254	MENDRISIO	Mendrisio	45.883185	8.998533		6850		6633	117.1		Stadt	6	78646	
79035	G2027	MENIERES	Ménières	46.784934	6.884994		1533		297	43.5	FR	Gemeinde	6	78570	
30500	G4139	MENZIKEN	Menziken	47.240878	8.187274		5737		5511	63.9		Gemeinde	6	78626	
32190	G1704	MENZINGEN	Menzingen	47.171008	8.601741		6313		4495	275.3		Gemeinde	6	78569	
31305	G1136	MENZNAU	Menznau	47.071617	8.035149		6122		2850	303.8		Gemeinde	6	78558	
30501	G4234	MERENSCHWAND	Merenschwand	47.262245	8.37837		5634		2171	110.6		Gemeinde	6	78629	
31787	G5117	MERGOSCIA	Mergoscia	46.207097	8.830155		6647		181	121.4		Gemeinde	6	78644	
31788	G5255	MERIDE	Meride	45.899469	8.946879		6866		293	74.6		Gemeinde	6	78646	
31490	G2936	MERISHAUSEN	Merishausen	47.759984	8.600857		8232		644	175.6		Gemeinde	6	78595	
30717		MERLIGEN	Merligen	46.700977	7.7303895194		3658						7	30777	
31246	G6715	MERVELIER	Mervelier	47.343223	7.505695		2827		585	97.2		Gemeinde	6	78694	
78903	G0741	MERZLIGEN	Merzligen	47.085295	7.253573		3274		411	22.8	BE	Gemeinde	6	78543	
31117	G3822	MESOCCO	Mesocco	46.444598	9.220525		6563		1201	1647.7		Gemeinde	6	78618	
31539	G2457	MESSEN	Messen	47.08963	7.449537		3254		968	70.8		Gemeinde	6	78579	
79454	G4171	METTAU	Mettau	47.56667	8.12625		5274		301	33	AG	Gemeinde	6	78627	
79966	G6716	METTEMBERT	Mettembert	47.396686	7.324817		2806		116	23.5	JU	Gemeinde	6	78694	
31642		METTLEN	Mettlen	47.535427	9.109564072		9517						7	79537	
32263	G0009	METTMENSTETTEN	Mettmenstetten	47.248119	8.464288		8932		3724	130.2		Gemeinde	6	78516	
31540		METZERLEN	Metzerlen	47.441444	7.466742357		4116						7	79164	
79164	G2477	METZERLEN-MARIASTEIN	Metzerlen-Mariastein	47.465566	7.4673				817	84.9	SO	Gemeinde	6	78580	
79657	G5489	MEX	Mex (VD)	46.572937	6.543879		1031		547	29	VD	Gemeinde	6	78666	
79895	G6216	MEX	Mex (VS)	46.181384	6.96348		1890		106	79.2	VS	Gemeinde	6	78683	
79115	G2271	MEYRIEZ	Meyriez	46.921239	7.103638		3280		547	3.4	FR	Gemeinde	6	78574	
30990	G6630	MEYRIN	Meyrin	46.236934	6.079112		1217		19548	99.6		Stadt	6	78693	
79847	G5920	MEZERY-PRES-DONNELOYE	Mézery-près-Donneloye	46.752809	6.729495		1407		69	18.5	VD	ehem. Gemeinde	7	31924	
79059	G2087	MEZIERES	Mézières (FR)	46.683134	6.894757		1684		911	89.3	FR	Gemeinde	6	78571	
79803	G5791	MEZIERES	Mézières (VD)	46.586341	6.760865		1083		969	34.8	VD	Gemeinde	6	78669	
31789		MEZZOVICO	Mezzovico	46.077721	8.9286085792		6805						7	79582	
79582	G5199	MEZZOVICO-VIRA	Mezzovico-Vira	46.09313	8.911006		6805		938	102.1	TI	Gemeinde	6	78645	
31247	G6794	MIECOURT	Miécourt	47.431234	7.174225		2946		422	64.6		ehem. Gemeinde	7	152171	
32127	G6241	MIEGE	Miège	46.31466	7.548467		3972		913	25.3		Gemeinde	6	78684	
79775	G5723	MIES	Mies	46.302415	6.16047		1295		1499	34.7	VD	Gemeinde	6	78671	
31790	G5200	MIGLIEGLIA	Miglieglia	46.025439	8.850317		6986		215	51.3		Gemeinde	6	78645	
31791	G5118	MINUSIO	Minusio	46.187347	8.815971		6648		6428	58.5		Gemeinde	6	78644	
31118		MIRALAGO	Miralago	46.352614	10.110778899		7743						7	31134	
78868	G0615	MIRCHEL	Mirchel	46.890392	7.649641		3532		491	23.5	BE	Gemeinde	6	78539	
79116	G2272	MISERY-COURTION	Misery-Courtion	46.854733	7.080615		1721		1232	114	FR	Gemeinde	6	78574	
79818	G5821	MISSY	Missy	46.874029	6.968963		1565		275	31.1	VD	Gemeinde	6	78665	
79020	G1616	MITLOEDI	Mitlödi	47.0128	9.079602		8756		1030	62.3	GL	Ort	6	153485	
78600	B1502	MITTELLAND	Bezirk Mittelland	47.390403	9.426007184				15623	603.1	AR	Bezirk	4	135	
30502	G4254	MOEHLIN	Möhlin	47.561725	7.856655		4313		8297	187.8		Gemeinde	6	78630	
32264	G0196	MOENCHALTORF	Mönchaltorf	47.31279	8.722275		8617		3183	76.1		Gemeinde	6	78524	
79429	G4106	MOENTHAL	Mönthal	47.515083	8.134084		5237		398	39.2	AG	Gemeinde	6	78625	
32129	G6179	MOEREL	Mörel	46.356725	8.041005		3983		524	11.9		ehem. Gemeinde	7	152163	
30718	G0742	MOERIGEN	Mörigen	47.084052	7.212937		2572		705	21.6		Gemeinde	6	78543	
79468	G4203	MOERIKEN-WILDEGG	Möriken-Wildegg	47.416363	8.178666		5103		3413	66	AG	Gemeinde	6	78628	
31436	G3214	MOERSCHWIL	Mörschwil	47.467582	9.425194		9402		3116	98.4		Gemeinde	6	78604	
78618	B1828	MOESA	Distretto di Moesa	46.346224	9.1770243725				7471	4960.5	GR	Distretto	4	142	
78804	G0416	MOETSCHWIL	Mötschwil	47.045905	7.569162		3324		112	29.4	BE	Gemeinde	6	78533	
31434	G3406	MOGELSBERG	Mogelsberg	47.360075	9.138743		9122		2261	329.8		ehem. Gemeinde	7	152150	
31792		MOGHEGNO	Moghegno	46.22841	8.6691765834		6677						7	31778	
79658	G5490	MOIRY	Moiry	46.651989	6.452386		1148		202	66.6	VD	Gemeinde	6	78670	
31793	G5012	MOLENO	Moleno	46.266796	8.976909		6524		105	74.9		Gemeinde	6	78641	
79375	G3927	MOLINIS	Molinis	46.813667	9.644662		7056		136	132.1	GR	Gemeinde	6	78619	
79632	G5431	MOLLENS	Mollens (VD)	46.577414	6.338158		1146		272	110	VD	Gemeinde	6	78670	
79899	G6242	MOLLENS	Mollens (VS)	46.349149	7.534283		3974		770	325.1	VS	Gemeinde	6	78684	
31017	G1617	MOLLIS	Mollis	47.093949	9.091103		8753		2974	218.7		Ort	6	153483	
79848	G5921	MOLONDIN	Molondin	46.758509	6.745241		1415		181	55.3	VD	Gemeinde	6	78667	
31435		MOLS	Mols	47.089732	9.2870079153		8885						7	31450	
31119	G3502	MON	Mon	46.649644	9.551489		7458		86	84.6		Gemeinde	6	78611	
31120		MONBIEL	Monbiel	46.871511	9.9158924198		7250						7	79369	
78888	G0699	MONIBLE	Monible	47.279622	7.199188		2715		35	33.9	BE	Gemeinde	6	78541	
79726	G5641	MONNAZ	Monnaz	46.53191	6.474588		1125		279	16.1	VD	Gemeinde	6	78670	
79659	G5491	MONT-LA-VILLE	Mont-la-Ville	46.652527	6.386694		1148		328	197.5	VD	Gemeinde	6	78670	
78495		LE GRAND-MONT	Le Grand-Mont	46.5624	6.6316030617							ehem. Stadt	7	31960	
78496		MONT-LE-VIEUX	Mont-le-Vieux	46.46647770314814	6.316618323326111							ehem. Stadt	7	31928	
31983	G5859	MONT-SUR-ROLLE	Mont-sur-Rolle	46.474129	6.336306		1185		1796	38.4		Gemeinde	6	78671	
78813	G0437	MONT-TRAMELAN	Mont-Tramelan	47.202772	7.064316		2723		116	46.4	BE	Gemeinde	6	78534	
31794		MONTAGNOLA	Montagnola	45.984702	8.9164893873		6926						7	79600	
79036	G2029	MONTAGNY	Montagny (FR)	46.805674	6.981479				1762	175.3	FR	Gemeinde	6	78570	
30932		MONTAGNY-LA-VILLE	Montagny-la-Ville	46.816224	6.9771194099		1776						7	79036	
79849	G5922	MONTAGNY-PRES-YVERDON	Montagny-près-Yverdon	46.789801	6.606159		1442		606	35.5	VD	Gemeinde	6	78667	
79918	G6411	MONTALCHEZ	Montalchez	46.900205	6.731317		2027		184	64.1	NE	Gemeinde	6	78687	
79900	G6243	MONTANA	Montana	46.297086	7.486827		3963		2305	48.9	VS	Gemeinde	6	78684	
79752	G5677	MONTAUBION-CHARDONNEY	Montaubion-Chardonney	46.643414	6.712889		1041		74	20.9	VD	Gemeinde	6	78666	
30933		MONTBOVON	Montbovon	46.482967	7.0535986148		1669						7	79069	
78497		MONTBRELLOZ	Montbrelloz	46.853403	6.88658225						FR	ehem. Gemeinde	7	79051	
31980	G5756	MONTCHERAND	Montcherand	46.733962	6.512095		1354		404	30.6		Gemeinde	6	78667	
31795		MONTE	Monte	45.882176	9.027622		6875						7	79606	
31796	G5013	MONTE CARASSO	Monte Carasso	46.19486	8.984314		6513		2133	96.4		Gemeinde	6	78641	
79583	G5202	MONTEGGIO	Monteggio	45.994552	8.803637				784	33.6	TI	Gemeinde	6	78645	
79987	G6795	MONTENOL	Montenol	47.349739	7.143755		2884		85	21.9	JU	ehem. Gemeinde	7	152169	
79060	G2089	MONTET	Montet (Glâne)	46.643704	6.771897		1674		173	21.9	FR	Gemeinde	6	78571	
31248	G6751	MONTFAUCON	Montfaucon	47.273616	7.070246		2875		485	148.1		Gemeinde	6	78695	
79979	G6752	MONTFAVERGIER	Montfavergier	47.302961	7.084949		2874		45	34.4	JU	ehem. Gemeinde	7	31248	
79633	G5432	MONTHEROD	Montherod	46.5053	6.354447		1174		439	49.7	VD	Gemeinde	6	78670	
78681	B2308	MONTHEY	District de Monthey						33389	2567.9	VS	District	4	156	
32128	G6153	MONTHEY	Monthey	46.257484	6.912276		1870		13933	286.4		Stadt	6	78681	
31249	G6796	MONTIGNEZ	Montignez	47.48384	7.057063		2924		249	58.6		ehem. Gemeinde	7	152168	
79641	G5459	MONTMAGNY	Montmagny	46.915556	7.006961		1587		156	37.7	VD	Gemeinde	6	78665	
79988	G6797	MONTMELON	Montmelon	47.358099	7.171072		2883		92	120.1	JU	ehem. Gemeinde	7	152169	
79937	G6482	MONTMOLLIN	Montmollin	47.000457	6.831644		2037		473	40.6	NE	Gemeinde	6	78691	
79804	G5792	MONTPREVEYRES	Montpreveyres	46.57945	6.730501		1081		373	41.1	VD	Gemeinde	6	78669	
31981	G5886	MONTREUX	Montreux	46.444187	6.963		1820		22454	334		Stadt	6	78673	
31982	G5492	MONTRICHER	Montricher	46.602411	6.369704		1147		696	259.4		Gemeinde	6	78670	
78498		MONTSALVENS	Montsalvens	46.613209	7.1243085422							ehem. Stadt	7	30889	
79967	G6717	MONTSEVELIER	Montsevelier	47.356951	7.511823		2828		503	77.6	JU	Gemeinde	6	78694	
30503	G4277	MOOSLEERAU	Moosleerau	47.266467	8.064149		5054		798	38.2		Gemeinde	6	78631	
78836	G0544	MOOSSEEDORF	Moosseedorf	47.00992	7.479692		3302		3584	63.4	BE	Gemeinde	6	78536	
31797	G5257	MORBIO INFERIORE	Morbio Inferiore	45.850206	9.025769		6834		4105	22.9		Gemeinde	6	78646	
31798	G5258	MORBIO SUPERIORE	Morbio Superiore	45.863912	9.038387		6835		700	27.5		ehem. Gemeinde	7	152173	
31984		MORCLES	Morcles	46.219368	7.0318387745		1892						7	79621	
31799	G5203	MORCOTE	Morcote	45.935248	8.911457		6922		754	28		Stadt	6	78645	
79037	G2033	MORENS	Morens (FR)	46.844709	6.891888		1541		123	25.9	FR	Gemeinde	6	78570	
32191		MORGARTEN	Morgarten	47.099325	8.5960749804		6315						7	79025	
78670	B2227	MORGES	District de Morges						69077	1081.3	VD	District	4	155	
31985	G5642	MORGES	Morges	46.51455	6.493322		1110		14154	38.6		Stadt	6	78670	
32130		MORGINS	Morgins	46.232878	6.8495325936		1875						7	32167	
31121	G3596	MORISSEN	Morissen	46.733453	9.18287		7143		211	56.7		Gemeinde	6	78621	
79077	G2143	MORLON	Morlon	46.623573	7.086305		1638		480	24.8	FR	Gemeinde	6	78572	
79676	G5527	MORRENS	Morrens (VD)	46.589857	6.585893		1054		888	36.8	VD	Gemeinde	6	78666	
31582	G1366	MORSCHACH	Morschach	46.972968	8.646539		6443		958	208.1		Gemeinde	6	78565	
78980	G1035	MOSEN	Mosen	47.241369	8.226342		6295		254	16	LU	ehem. Gemeinde	7	31290	
31437	G3394	MOSNANG	Mosnang	47.354691	9.018161		9607		2894	504.7		Gemeinde	6	78609	
31800	G5119	MOSOGNO	Mosogno	46.193645	8.635282		6611		57	86.1		Gemeinde	6	78644	
79941	G6507	MOTIERS	Môtiers (NE)	46.903988	6.562438		2112		849	64.2	NE	ehem. Gemeinde	7	152167	
78655	B2210	MOUDON	District de Moudon						12190	1196	VD	District	4	155	
31986	G5678	MOUDON	Moudon	46.671573	6.792952		1510		4371	156.8		Stadt	6	78665	
78541	B0214	MOUTIER	District de Moutier						23224	2166.3	BE	District	4	136	
30719	G0700	MOUTIER	Moutier	47.277675	7.362201		2740		7701	196		Markt	6	78541	
31250	G6718	MOVELIER	Movelier	47.41042	7.317292		2812		390	80.7		Gemeinde	6	78694	
30505	G4235	MUEHLAU	Mühlau	47.233177	8.388037		5642		980	55.1		Gemeinde	6	78629	
30720	G0668	MUEHLEBERG	Mühleberg	46.947691	7.26337		3203		2722	262.5		Gemeinde	6	78540	
78930	G0875	MUEHLEDORF	Mühledorf (BE)	46.826786	7.493421		3116		183	22.8	BE	Gemeinde	6	78549	
79156	G2458	MUEHLEDORF	Mühledorf (SO)	47.130673	7.44197		4583		328	32.8	SO	Gemeinde	6	78579	
31018	G1618	MUEHLEHORN	Mühlehorn	47.098133	9.174733		8874		441	76.9		Ort	6	153483	
30721	G0876	MUEHLETHURNEN	Mühlethurnen	46.815861	7.51002		3127		1290	29.2		Gemeinde	6	78549	
31438		MUEHLRUETI	Mühlrüti	47.362902	8.9825362822		9613						7	31437	
78837	G0545	MUELCHI	Mülchi	47.100709	7.476074		3317		245	38.2	BE	Gemeinde	6	78536	
78499		MUELENEN	Mülenen	46.639114	7.6930971259		3711					ehem. Stadt	7	78849	
79531	G4831	MUELLHEIM	Müllheim	47.602186	9.000159		8555		2398	87.3	TG	Gemeinde	6	78639	
79430	G4107	MUELLIGEN	Mülligen	47.45017	8.237811		5243		780	31.5	AG	Gemeinde	6	78625	
31541		MUEMLISWIL	Mümliswil	47.351926	7.6990291202		4717						7	79144	
79144	G2428	MUEMLISWIL-RAMISWIL	Mümliswil-Ramiswil	47.34753	7.688612				2553	355.3	SO	Gemeinde	6	78578	
30722	G0546	MUENCHENBUCHSEE	Münchenbuchsee	47.018099	7.447903		3053		9609	88.2		Gemeinde	6	78536	
30861	G2769	MUENCHENSTEIN	Münchenstein	47.518534	7.621052		4142		11702	71.8		Stadt	6	78588	
78881	G0669	MUENCHENWILER	Münchenwiler	46.907758	7.123924		1797		434	25	BE	Gemeinde	6	78540	
78838	G0547	MUENCHRINGEN	Münchringen	47.046534	7.523543		3303		533	24.1	BE	Gemeinde	6	78536	
79455	G4172	MUENCHWILEN	Münchwilen (AG)	47.53621	7.928479		4333		587	24.5	AG	Gemeinde	6	78627	
78638	B2006	MUENCHWILEN	Bezirk Münchwilen						34868	1558.1	TG	Bezirk	4	152	
79526	G4746	MUENCHWILEN	Münchwilen (TG)	47.479282	8.988621		9542		4553	77.7	TG	Gemeinde	6	78638	
30723	G0616	MUENSINGEN	Münsingen	46.882859	7.561035		3110		10937	84.8		Stadt	6	78539	
79873	G6074	MUENSTER-GESCHINEN	Münster-Geschinen	46.492073	8.274626		3985		520	486	VS	Gemeinde	6	78677	
79521	G4691	MUENSTERLINGEN	Münsterlingen	47.624998	9.23384		8596		2599	54.2	TG	Gemeinde	6	78637	
78821	G0498	MUENTSCHEMIER	Müntschemier	46.993119	7.142197		3225		1107	48.8	BE	Gemeinde	6	78535	
30724		MUERREN	Mürren	46.570481	7.8780701706		3825						7	30702	
31123	G3843	MUESTAIR	Müstair	46.601033	10.373242		7537		745	777.4		ehem. Gemeinde	7	152156	
78981	G1036	MUESWANGEN	Müswangen	47.238829	8.291552		6289		439	45.1	LU	ehem. Gemeinde	7	31290	
31801		MUGENA	Mugena	46.05036	8.8818928775		6939					ehem. Gemeinde	7	79601	
31802	G5259	MUGGIO	Muggio	45.911366	9.042189		6838		206	83.9		ehem. Gemeinde	7	152173	
30504	G4009	MUHEN	Muhen	47.333019	8.05911		5037		3083	70.2		Gemeinde	6	78622	
31122	G3534	MULEGNS	Mulegns	46.511212	9.618076		7455		33	337.9		Gemeinde	6	78611	
30506	G4255	MUMPF	Mumpf	47.546191	7.915062		4322		1084	31.1		Gemeinde	6	78630	
32131	G6006	MUND	Mund	46.349606	7.924761		3903		574	401.2		Gemeinde	6	78674	
79117	G2274	MUNTELIER	Muntelier	46.94018	7.134926		3286		719	11.3	FR	Gemeinde	6	78574	
31439	G3202	MUOLEN	Muolen	47.518277	9.317871		9313		1074	103.3		Gemeinde	6	78603	
31583	G1367	MUOTATHAL	Muotathal	46.965792	8.813029		6436		3507	1721.6		Gemeinde	6	78565	
79642	G5460	MUR	Mur (VD)	46.941564	7.049398		1787		173	17.8	VD	Gemeinde	6	78665	
79556	G5120	MURALTO	Muralto	46.173496	8.801686		6602,6600		2676	6	TI	Gemeinde	6	78644	
31440		MURG	Murg	47.117244	9.2175649612		8877						7	31450	
30507	G4279	MURGENTHAL	Murgenthal	47.258525	7.852174		4853		2741	186.5		Gemeinde	6	78631	
78784	G0356	MURI	Muri bei Bern	46.931454	7.49884		3074		12571	76.3	BE	Stadt	6	78530	
78629	B1908	MURI	Bezirk Muri						28254	1389.3	AG	Bezirk	4	133	
79478	G4236	MURI	Muri (AG)	47.270836	8.331523		5630		6545	123	AG	Gemeinde	6	78629	
79980	G6753	MURIAUX	Muriaux	47.223004	6.986145		2338		430	143.2	JU	Gemeinde	6	78695	
79038	G2034	MURIST	Murist	46.79397	6.802546		1489		431	82	FR	Gemeinde	6	78570	
30934	G2275	MURTEN	Murten	46.93589	7.153416		3280		5578	120.5		Stadt	6	78574	
80047	G9294	MURTENSEE	Murtensee									See	6	107	
80048	G9295	MURTENSEE	Murtensee (FR);Lac de Morat (FR)	46.93592	7.086629					143.2		See	6	107	
79691	G5563	MUTRUX	Mutrux	46.880948	6.718037		1428		113	32.1	VD	Gemeinde	6	78667	
31124	G3503	MUTTEN	Mutten	46.671192	9.490902		7431		80	99.6		Gemeinde	6	78611	
30862	G2770	MUTTENZ	Muttenz	47.523945	7.653042		4132		16654	166.4		Stadt	6	78588	
79584	G5205	MUZZANO	Muzzano	45.996935	8.916383		6933		736	15.7	TI	Gemeinde	6	78645	
31019	G1619	NAEFELS	Näfels	47.090055	9.018855		8752		3947	369.3		Ort	6	153483	
32265		NAENIKON	Nänikon	47.365148	8.7024916605		8606						7	32310	
32132	G6007	NATERS	Naters	46.400702	7.982401		3904		7515	1011.7		Gemeinde	6	78674	
32133	G6086	NAX	Nax	46.207798	7.47582		1973		383	245.5		Gemeinde	6	78678	
31987	G5528	NAZ	Naz	46.612293	6.693623		1041		91	11.6		Gemeinde	6	78666	
31306	G1137	NEBIKON	Nebikon	47.18965	7.973802		6244		2141	37.3		Gemeinde	6	78558	
31441		NECKER	Necker	47.350821	9.1347961599		9126						7	31447	
78726	G0088	NEERACH	Neerach	47.509434	8.474283		8173		2366	60.6	ZH	Gemeinde	6	78519	
