#loc_id	ags	ascii	name	lat	lon	amt	plz	vorwahl	einwohner	flaeche	kz	typ	level	of	invalid
79547	G5068	CAVAGNAGO	Cavagnago	46.417984	8.8883		6749		83	66.8	TI	Gemeinde	6	78643	
31722		CAVERGNO	Cavergno	46.378468	8.535293		6690		468	552		ehem. Gemeinde	7	31726	
31723	G5098	CAVIANO	Caviano	46.101998	8.77719		6578		111	32		Gemeinde	6	78644	
79553	G5099	CAVIGLIANO	Cavigliano	46.186784	8.708288		6654		646	54.8	TI	Gemeinde	6	78644	
31052	G3661	CAZIS	Cazis	46.735075	9.427349		7408		1575	72.6		Gemeinde	6	78613	
79355	G3782	CELERINA/SCHLARIGNA	Celerina/Schlarigna	46.505206	9.842515		7505		1353	240.3	GR	Gemeinde	6	78617	
30971	G6610	CELIGNY	Céligny	46.351672	6.190504		1298		599	46.6		Gemeinde	6	78693	
31724	G5309	CERENTINO	Cerentino	46.307507	8.546214		6683		58	200.7		Gemeinde	6	78648	
79072	G2126	CERNIAT	Cerniat (FR)	46.664901	7.20093		1654		332	336.9	FR	Gemeinde	6	78572	
79811	G5811	CERNIAZ	Cerniaz (VD)	46.728519	6.872988		1682		63	17.7	VD	Gemeinde	6	78665	
31346	G6472	CERNIER	Cernier	47.074881	6.900169		2053		1921	91.1		Gemeinde	6	78691	
31725	G5173	CERTARA	Certara	46.081349	9.065551		6959		65	27.3		Gemeinde	6	78645	
31726	G5310	CEVIO	Cevio	46.31053	8.598492		6675		497	147.7		Gemeinde	6	78648	
79027	G2005	CHÂBLES	Châbles	46.821238	6.810073		1474		491	47.7	FR	Gemeinde	6	78570	
31901	G5453	CHABREY	Chabrey	46.929702	6.982166		1589		198	39.6		Gemeinde	6	78665	
32063	G6232	CHALAIS	Chalais	46.253393	7.526975		3966		2657	244.6		Gemeinde	6	78684	
32188	G1702	CHAM	Cham (ZG)	47.189063	8.444778		6330		13159	177.5		Stadt	6	78569	
30972		CHAMBESY	Chambésy	46.265411	6.1428468042		1292						7	79956	
79835	G5904	CHAMBLON	Chamblon	46.776152	6.596247		1436		513	28.5	VD	Gemeinde	6	78667	
32064	G6022	CHAMOSON	Chamoson	46.210906	7.215857		1955		2497	324.7		Gemeinde	6	78675	
31902	G5553	CHAMPAGNE	Champagne	46.835654	6.651905		1424		653	39.3		Gemeinde	6	78667	
32065	G6151	CHAMPERY	Champéry	46.161563	6.846999		1874		1107	388.8		Gemeinde	6	78681	
32066		CHAMPEX	Champex-Lac	46.036265	7.113064917		1938						7	32140	
31053		CHAMPFER	Champfèr	46.459072	9.7953707966		7512						7	79358	
78883	G0683	CHAMPOZ	Champoz	47.25545	7.300628		2735		151	71.7	BE	Gemeinde	6	78541	
79812	G5812	CHAMPTAUROZ	Champtauroz	46.757145	6.783745		1537		100	30.5	VD	Gemeinde	6	78665	
31903	G5905	CHAMPVENT	Champvent	46.783517	6.563703		1443		299	68.8		Gemeinde	6	78667	
30973	G6611	CHANCY	Chancy	46.148131	5.979862		1284		913	53.5		Gemeinde	6	78693	
32067	G6233	CHANDOLIN	Chandolin	46.253575	7.591592		3961		95	166.5		ehem. Gemeinde	7	152165	
79836	G5906	CHANEAZ	Chanéaz	46.727376	6.744256		1409		87	13.9	VD	Gemeinde	6	78667	
79054	G2066	CHAPELLE	Chapelle (Glâne)	46.587794	6.796669		1608		198	20.3	FR	Gemeinde	6	78571	
79740	G5664	CHAPELLE-SUR-MOUDON	Chapelle-sur-Moudon	46.667144	6.734389		1063		319	46.3	VD	Gemeinde	6	78666	
31904	G5882	CHARDONNE	Chardonne	46.487745	6.820535		1803		2601	103.1		Gemeinde	6	78673	
79073	G2127	CHARMEY	Charmey	46.598926	7.199832		1637		1574	784.4	FR	Gemeinde	6	78572	
31220	G6779	CHARMOILLE	Charmoille	47.426859	7.212295		2947		426	91.9		ehem. Gemeinde	7	152171	
32068	G6132	CHARRAT	Charrat	46.122064	7.134739		1906		1081	76.2		Gemeinde	6	78680	
31905	G5841	CHÂTEAU-D'OEX	Château-d'Oex	46.447343	7.137467		1660		2949	1137.8	VD	Gemeinde	6	78673	
79133	G2325	CHÂTEL-SAINT-DENIS	Châtel-Saint-Denis	46.521521	6.945905		1618		4389	479.1	FR	Stadt	6	78576	
79074	G2128	CHÂTEL-SUR-MONTSALVENS	Châtel-sur-Montsalvens	46.617184	7.126975		1653		205	20.4	FR	Gemeinde	6	78572	
30974		CHÂTELAINE	Châtelaine	46.191968	6.121878744		1219						7	30999	
78884	G0684	CHÂTELAT	Châtelat	47.270148	7.185734		2715		122	41.5	BE	Gemeinde	6	78541	
79796	G5783	CHÂTILLENS	Châtillens	46.559508	6.805284		1610		365	21.1	VD	Gemeinde	6	78669	
79028	G2008	CHÂTILLON	Châtillon (FR)	46.829937	6.820756		1473		274	13.1	FR	Gemeinde	6	78570	
79961	G6704	CHÂTILLON	Châtillon (JU)	47.319933	7.340727		2843		378	53.3	JU	Gemeinde	6	78694	
30891	G2068	CHÂTONNAYE	Châtonnaye	46.752828	6.938321		1553		539	63.3		Gemeinde	6	78571	
31347		CHAUMONT	Chaumont	47.012327	6.9497155397		2067						7	31368	
78688	B2402	CHAUX-DE-FONDS	District de la Chaux-de-Fonds	47.102895	6.8316201532				38238	929.4	NE	District	4	145	
79767	G5707	CHAVANNES-DE-BOGIS	Chavannes-de-Bogis	46.341271	6.154171		1279		1048	28.5	VD	Gemeinde	6	78671	
79768	G5708	CHAVANNES-DES-BOIS	Chavannes-des-Bois	46.314474	6.134485		1290		450	21.3	VD	Gemeinde	6	78671	
31906	G5907	CHAVANNES-LE-CHENE	Chavannes-le-Chêne	46.78024	6.780862		1464		233	39.8		Gemeinde	6	78667	
79648	G5475	CHAVANNES-LE-VEYRON	Chavannes-le-Veyron	46.605714	6.445858		1148		125	25.8	VD	Gemeinde	6	78670	
79712	G5627	CHAVANNES-PRES-RENENS	Chavannes-près-Renens	46.527979	6.573672		1022		6063	16.5	VD	Gemeinde	6	78672	
79741	G5665	CHAVANNES-SUR-MOUDON	Chavannes-sur-Moudon	46.65919	6.813108		1512		197	51.5	VD	Gemeinde	6	78665	
31907	G5749	CHAVORNAY	Chavornay	46.707791	6.568922		1373		2785	110.7		Gemeinde	6	78667	
30892	G2009	CHEIRY	Cheiry	46.753116	6.839812		1529		331	64.6		Gemeinde	6	78570	
32069		CHEMIN	Chemin	46.077431	7.1028100048		1927						7	79870	
30975	G6612	CHENE-BOUGERIES	Chêne-Bougeries	46.196318	6.181742		1224		9759	41.2		Gemeinde	6	78693	
30976	G6613	CHENE-BOURG	Chêne-Bourg	46.197832	6.195413		1225		7221	12.9		Gemeinde	6	78693	
31908	G5908	CHENE-PÂQUIER	Chêne-Pâquier	46.76694	6.768111		1464		104	21.1		Gemeinde	6	78667	
79085	G2177	CHENENS	Chénens	46.742321	6.997438		1744		554	39.5	FR	Gemeinde	6	78573	
32070	G6234	CHERMIGNON	Chermignon	46.284881	7.460922		3971		2711	53.8		Gemeinde	6	78684	
79742	G5666	CHESALLES-SUR-MOUDON	Chesalles-sur-Moudon	46.670232	6.835913		1683		159	16.5	VD	Gemeinde	6	78665	
79797	G5784	CHESALLES-SUR-ORON	Chesalles-sur-Oron	46.574056	6.851315		1608		148	20	VD	Gemeinde	6	78669	
79837	G5909	CHESEAUX-NOREAZ	Cheseaux-Noréaz	46.786146	6.687749		1400		528	60.9	VD	Gemeinde	6	78667	
79697	G5582	CHESEAUX-SUR-LAUSANNE	Cheseaux-sur-Lausanne	46.578149	6.594388		1033		2939	46	VD	Gemeinde	6	78668	
79769	G5709	CHESEREX	Chéserex	46.408585	6.147611		1275		1043	106	VD	Gemeinde	6	78671	
31909		CHESIERES	Chesières	46.299236	7.0558514843		1885						7	79623	
79086	G2179	CHESOPELLOZ	Chésopelloz	46.804924	7.070999		1720		109	16.2	FR	Gemeinde	6	78573	
79620	G5403	CHESSEL	Chessel	46.349049	6.894606		1846		314	35.7	VD	Gemeinde	6	78664	
31221	G6780	CHEVENEZ	Chevenez	47.389143	6.997873		2906		665	217.2		ehem. Gemeinde	7	152170	
79649	G5476	CHEVILLY	Chevilly	46.641831	6.471855		1316		211	38.9	VD	Gemeinde	6	78670	
31910	G5813	CHEVROUX	Chevroux	46.888696	6.906779		1545		383	43.7		Gemeinde	6	78665	
31911	G5601	CHEXBRES	Chexbres	46.483819	6.781081		1071		2041	21.4		Gemeinde	6	78669	
30893	G2010	CHEYRES	Cheyres	46.81149	6.785646		1468		688	51.3		Gemeinde	6	78570	
31348		CHEZ-LE-BART	Chez-le-Bart	46.900382	6.7828033446		2025						7	31354	
79932	G6473	CHEZARD-SAINT-MARTIN	Chézard-Saint-Martin	47.072854	6.925595		2054		1601	130.5	NE	Gemeinde	6	78691	
31727	G5250	CHIASSO	Chiasso	45.829425	9.010655		6830		7720	53.3		Gemeinde	6	78646	
31728		CHIGGIOGNA	Chiggiogna	46.454814	8.827329		6764		378	39.2		ehem. Gemeinde	7	31745	
79713	G5628	CHIGNY	Chigny	46.513821	6.473592		1134		258	9	VD	Gemeinde	6	78670	
32071	G6235	CHIPPIS	Chippis	46.274622	7.540751		3965		1491	19.8		Gemeinde	6	78684	
31729	G5070	CHIRONICO	Chironico	46.422523	8.815327		6747		403	577.7		Gemeinde	6	78643	
31222		CHOINDEZ	Choindez	47.299261	7.3908718898		2830						7	31227	
79948	G6614	CHOULEX	Choulex	46.226117	6.221099		1244		935	38.8	GE	Gemeinde	6	78693	
31054	G3901	CHUR	Chur	46.852135	9.530177		7007,7006,7004,7002,7001,7000,7005		32989	280.9		Stadt	6	78619	
31055	G3911	CHURWALDEN	Churwalden	46.787868	9.537548		7075		1236	266.9		Gemeinde	6	78619	
31730	G5174	CIMADERA	Cimadera	46.07497	9.050399		6959		100	52.8		Gemeinde	6	78645	
31731		CIMALMOTTO	Cimalmotto	46.283203	8.5063905095		6684						7	79613	
79714	G5629	CLARMONT	Clarmont	46.545933	6.445828		1127		142	10.1	VD	Gemeinde	6	78670	
31732	G5282	CLARO	Claro	46.265161	9.035949		6702		2159	212.2		Gemeinde	6	78647	
78876	G0661	CLAVALEYRES	Clavaleyres	46.894717	7.088361		1595		53	10.1	BE	Gemeinde	6	78540	
31056	G3704	CLUGIN	Clugin	46.614912	9.412748		7442		33	25		ehem. Gemeinde	7	31030	
31223	G6781	COEUVE	Coeuve	47.453325	7.095441		2932		637	116.4		Gemeinde	6	78696	
79933	G6474	COFFRANE	Coffrane	47.009363	6.850036		2207		618	64.9	NE	Gemeinde	6	78691	
79770	G5710	COINSINS	Coinsins	46.419989	6.236938		1267		368	29	VD	Gemeinde	6	78671	
30977		COINTRIN	Cointrin	46.210896	6.1180595007		1216						7	30990	
79607	G5251	COLDRERIO	Coldrerio	45.851522	8.985156		6877		2538	24.6	TI	Gemeinde	6	78646	
79949	G6615	COLLEX-BOSSY	Collex-Bossy	46.275893	6.117638		1239		1279	68.8	GE	Gemeinde	6	78693	
79600	G5236	COLLINA D'ORO	Collina d'Oro	45.979111	8.917952				3821	56.4	TI	Gemeinde	6	78645	
32072		COLLOMBEY	Collombey	46.263243	6.9520673568		1868						7	79882	
79882	G6152	COLLOMBEY-MURAZ	Collombey-Muraz	46.271657	6.900093				5695	298.4	VS	Gemeinde	6	78681	
30978	G6616	COLLONGE-BELLERIVE	Collonge-Bellerive	46.249268	5.937532		1245		6344	61.3		Gemeinde	6	78693	
32073	G6211	COLLONGES	Collonges	46.173387	7.050894		1903		488	122.3		Gemeinde	6	78683	
30979	G6617	COLOGNY	Cologny	46.221608	6.184656		1223		4697	36.7		Gemeinde	6	78693	
79715	G5630	COLOMBIER	Colombier (VD)	46.55421	6.461996		1114		456	53	VD	Gemeinde	6	78670	
79915	G6406	COLOMBIER	Colombier (NE)	46.96958	6.860917		2013		4897	45.2	NE	Gemeinde	6	78687	
31733	G5176	COMANO	Comano	46.037244	8.956235		6949		1594	20.6		Gemeinde	6	78645	
79813	G5814	COMBREMONT-LE-GRAND	Combremont-le-Grand	46.764909	6.821153		1535		308	66.1	VD	Gemeinde	6	78665	
31912	G5815	COMBREMONT-LE-PETIT	Combremont-le-Petit	46.746177	6.819589		1536		368	57.4		Gemeinde	6	78665	
79771	G5711	COMMUGNY	Commugny	46.320059	6.163428		1291		2603	65.2	VD	Gemeinde	6	78671	
31734		COMOLOGNO	Comologno	46.198568	8.5881038089		6663						7	79563	
31913	G5554	CONCISE	Concise	46.864716	6.717376		1426		684	114		Gemeinde	6	78667	
30980	G6618	CONFIGNON	Confignon	46.175651	6.088001		1232		3033	27.4		Gemeinde	6	78693	
79640	G5455	CONSTANTINE	Constantine	46.909053	7.018484		1587		280	28.3	VD	Gemeinde	6	78665	
79370	G3881	CONTERS	Conters im Prättigau	46.886021	9.789309		7241		194	184	GR	Gemeinde	6	78620	
78675	B2302	CONTHEY	District de Conthey						20094	2342.4	VS	District	4	156	
32074	G6023	CONTHEY	Conthey	46.260597	7.237575		1964		6261	849.7		Stadt	6	78675	
31735	G5101	CONTONE	Contone	46.150053	8.926339		6594		703	23.3		Gemeinde	6	78644	
31736		CONTRA	Contra	46.178694	8.8315820003		6646						7	79560	
31914	G5712	COPPET	Coppet	46.31837	6.188851		1296		2360	18.7		Stadt	6	78671	
79962	G6705	CORBAN	Corban	47.347203	7.472348		2826		452	78.5	JU	Gemeinde	6	78694	
31915	G5404	CORBEYRIER	Corbeyrier	46.360438	6.973547		1856		347	220		Gemeinde	6	78664	
79075	G2129	CORBIERES	Corbières (FR)	46.65375	7.116222		1647		341	41.5	FR	Gemeinde	6	78572	
78885	G0687	CORCELLES	Corcelles (BE)	47.286059	7.464788		2747		205	67.7	BE	Gemeinde	6	78541	
79916	G6407	CORCELLES-CORMONDRECHE	Corcelles-Cormondrèche	46.986906	6.867119				3914	48.6	NE	Gemeinde	6	78687	
79798	G5785	CORCELLES-LE-JORAT	Corcelles-le-Jorat	46.600963	6.730338		1082		412	79.4	VD	Gemeinde	6	78665	
79686	G5555	CORCELLES-PRES-CONCISE	Corcelles-près-Concise	46.852852	6.699851		1426		278	40.9	VD	Gemeinde	6	78667	
79814	G5816	CORCELLES-PRES-PAYERNE	Corcelles-près-Payerne	46.836773	6.966206		1562		1644	121.2	VD	Gemeinde	6	78665	
79785	G5751	CORCELLES-SUR-CHAVORNAY	Corcelles-sur-Chavornay	46.70035	6.604056		1374		305	54.9	VD	Gemeinde	6	78667	
30894		CORDAST	Cordast	46.862963	7.1498264138		1792						7	79113	
30617	G0431	CORGEMONT	Corgémont	47.190328	7.137983		2606		1493	176.1		Gemeinde	6	78534	
31737	G5102	CORIPPO	Corippo	46.235724	8.832395		6631		22	77.3		Gemeinde	6	78644	
30895	G2183	CORMINBOEUF	Corminboeuf	46.801745	7.100755		1720		1621	56.2		Gemeinde	6	78573	
78811	G0432	CORMORET	Cormoret	47.164468	7.046914		2612		530	134.9	BE	Gemeinde	6	78534	
79926	G6451	CORNAUX	Cornaux	47.032614	7.013854		2087		1473	47.2	NE	Gemeinde	6	78690	
31224	G6782	CORNOL	Cornol	47.405088	7.163705		2952		797	104.3		Gemeinde	6	78696	
79087	G2184	CORPATAUX-MAGNEDENS	Corpataux-Magnedens	46.74142	7.08987		1727		802	43.7	FR	Gemeinde	6	78573	
79743	G5667	CORREVON	Correvon	46.716388	6.740714		1410		110	22.4	VD	Gemeinde	6	78666	
79829	G5883	CORSEAUX	Corseaux	46.471037	6.82756		1802		2079	10.7	VD	Gemeinde	6	78673	
79088	G2185	CORSEREY	Corserey	46.770981	6.98869		1747		262	34.4	FR	Gemeinde	6	78573	
79950	G6619	CORSIER	Corsier (GE)	46.261396	6.213982		1246		1682	27.2	GE	Gemeinde	6	78693	
79830	G5884	CORSIER-SUR-VEVEY	Corsier-sur-Vevey	46.492074	6.861974		1804		3200	67.4	VD	Gemeinde	6	78673	
31349	G6408	CORTAILLOD	Cortaillod	46.941534	6.847889		2016		4373	36.9		Gemeinde	6	78687	
78812	G0433	CORTEBERT	Cortébert	47.174833	7.107801		2607		714	147.8	BE	Gemeinde	6	78534	
79574	G5177	CORTICIASCA	Corticiasca	46.088134	9.016739		6958		138	21.5	TI	ehem. Gemeinde	7	79593	
79619	G5394	CORTICIASCA-VALCOLLA	Corticiasca-Valcolla	46.095056	9.025999					.8		Comunanza	6	153	
78651	B2204	COSSONAY	District de Cossonay						20676	1982.3	VD	District	4	155	
79650	G5477	COSSONAY	Cossonay	46.610228	6.502037		1304		2558	83.2	VD	Stadt	6	78670	
31916		COSSONAY-VILLE	Cossonay-Ville	46.62115	6.5099008121		1304						7	79650	
79089	G2186	COTTENS	Cottens (FR)	46.750917	7.036656		1741		963	49.7	FR	Gemeinde	6	78573	
79651	G5478	COTTENS	Cottens (VD)	46.572465	6.453207		1116		343	23.7	VD	Gemeinde	6	78670	
79963	G6706	COURCHAPOIX	Courchapoix	47.348062	7.451775		2825		399	63.8	JU	Gemeinde	6	78694	
79984	G6783	COURCHAVON	Courchavon	47.436636	7.04556		2922		293	62.1	JU	Gemeinde	6	78696	
31225	G6707	COURFAIVRE	Courfaivre	47.329977	7.281233		2853		1537	123.8		Gemeinde	6	78694	
31226	G6784	COURGENAY	Courgenay	47.396404	7.12137		2950		2062	184.2		Gemeinde	6	78696	
30896	G2250	COURGEVAUX	Courgevaux	46.905133	7.103852		1796		903	33.6		Gemeinde	6	78574	
30897	G2251	COURLEVON	Courlevon	46.891513	7.108923		1795		259	32.6		Gemeinde	6	78574	
31227	G6708	COURRENDLIN	Courrendlin	47.334503	7.371956		2830		2435	111		Gemeinde	6	78694	
31228	G6709	COURROUX	Courroux	47.36867	7.392308		2822		2733	197		Gemeinde	6	78694	
30618	G0690	COURT	Court	47.237983	7.357656		2738		1349	246.2		Gemeinde	6	78541	
31229	G6785	COURTEDOUX	Courtedoux	47.412724	7.036178		2905		739	82		Gemeinde	6	78696	
78534	B0207	COURTELARY	District de Courtelary						22119	2661	BE	District	4	136	
30619	G0434	COURTELARY	Courtelary	47.18064	7.071434		2608		1127	221.7		Gemeinde	6	78534	
31230	G6786	COURTEMAICHE	Courtemaîche	47.458188	7.046949		2923		633	89.7		ehem. Gemeinde	7	152168	
30898	G2254	COURTEPIN	Courtepin	46.858067	7.134956		1784		2680	40.7		Gemeinde	6	78574	
31231	G6710	COURTETELLE	Courtételle	47.336668	7.317637		2852		2180	135.5		Gemeinde	6	78694	
30899		COURTION	Courtion	46.870777	7.0661252147		1721						7	79116	
31350	G6505	COUVET	Couvet	46.931247	6.631236		2108		2703	164.1		ehem. Gemeinde	7	152167	
31738		CRANA	Crana	46.224217	8.6183104183		6611						7	79563	
79772	G5713	CRANS-PRES-CELIGNY	Crans-près-Céligny	46.361694	6.204282		1299		1963	42.9	VD	Gemeinde	6	78671	
32075		CRANS-SUR-SIERRE	Crans-sur-Sierre	46.298833	7.4651306922		3963						7	79900	
31917	G5714	CRASSIER	Crassier	46.372818	6.167521		1263		769	20.3		Gemeinde	6	78671	
79744	G5668	CREMIN	Cremin	46.72284	6.837995		1526		51	16.3	VD	Gemeinde	6	78665	
30620	G0691	CREMINES	Crémines	47.285312	7.445712		2746		577	94.8		Gemeinde	6	78541	
31739	G5283	CRESCIANO	Cresciano	46.297506	9.02997		6705		587	172.3		Gemeinde	6	78647	
79110	G2257	CRESSIER	Cressier (FR)	46.897081	7.13546		1785		729	41.7	FR	Gemeinde	6	78574	
79927	G6452	CRESSIER	Cressier (NE)	47.050519	7.024022		2088		1923	85.5	NE	Gemeinde	6	78690	
79076	G2130	CRESUZ	Crésuz	46.621599	7.140214		1653		229	17.8	FR	Gemeinde	6	78572	
31918	G5583	CRISSIER	Crissier	46.556224	6.576317		1023		6577	55		Gemeinde	6	78672	
79575	G5178	CROGLIO	Croglio	45.986051	8.839955				865	43.8	TI	Stadt	6	78645	
79838	G5910	CRONAY	Cronay	46.754431	6.699215		1406		308	66.1	VD	Gemeinde	6	78667	
79786	G5752	CROY	Croy	46.685152	6.48278		1322		267	44.9	VD	Gemeinde	6	78667	
31057		CRUSCH	Crusch	46.812362	10.3597614548		7554						7	31168	
79652	G5479	CUARNENS	Cuarnens	46.630131	6.434514		1148		395	71.7	VD	Gemeinde	6	78670	
79839	G5911	CUARNY	Cuarny	46.77044	6.691131		1404		171	45.6	VD	Gemeinde	6	78667	
31919	G5456	CUDREFIN	Cudrefin	46.952196	7.02628		1588		877	158.5		Stadt	6	78665	
31740	G5104	CUGNASCO	Cugnasco	46.184228	8.904454		6516		1120	170.3		ehem. Gemeinde	7	152159	
79029	G2011	CUGY	Cugy (FR)	46.809002	6.861591		1482		1117	98.8	FR	Gemeinde	6	78570	
79668	G5516	CUGY	Cugy (VD)	46.579596	6.634256		1053		1992	29.5	VD	Gemeinde	6	78666	
31920	G5602	CULLY	Cully	46.498028	6.731705		1096		1798	23.7		Stadt	6	78669	
79321	G3592	CUMBEL	Cumbel	46.733888	9.195986		7142		288	44.6	GR	Gemeinde	6	78621	
31058	G3532	CUNTER	Cunter	46.615578	9.604177		7452		198	71.2		Gemeinde	6	78611	
31059		CURAGLIA	Curaglia	46.689735	8.8673626625		7184						7	79383	
79576	G5180	CUREGLIA	Cureglia	46.036273	8.941755		6944		1219	10.6	TI	Gemeinde	6	78645	
79577	G5181	CURIO	Curio	46.001702	8.852825		6986		521	28.7	TI	Gemeinde	6	78645	
79745	G5669	CURTILLES	Curtilles	46.697767	6.843984		1521		277	49.5	VD	Gemeinde	6	78665	
31741		CURTINA	Curtina	46.084194	9.0116950501		6959						7	79595	
32215	G0025	DACHSEN	Dachsen	47.661103	8.624835		8447		1533	27		Gemeinde	6	78517	
78752	G0214	DAEGERLEN	Dägerlen	47.562198	8.72403		8471		859	79.4	ZH	Gemeinde	6	78525	
78723	G0084	DAELLIKON	Dällikon	47.438985	8.432345		8108		3261	44.9	ZH	Gemeinde	6	78519	
79199	G2572	DAENIKEN	Däniken	47.345351	7.975584		5010,4658		2602	54.1	SO	Gemeinde	6	78584	
78724	G0085	DAENIKON	Dänikon	47.440972	8.405147		8114		1749	28.6	ZH	Gemeinde	6	78519	
30621	G0575	DAERLIGEN	Därligen	46.654712	7.812438		3707		359	69.1		Gemeinde	6	78538	
30622	G0761	DAERSTETTEN	Därstetten	46.637448	7.491207		3763		879	327.9		Gemeinde	6	78544	
78753	G0215	DAETTLIKON	Dättlikon	47.525957	8.622394		8421		529	28.9	ZH	Gemeinde	6	78525	
31270	G1125	DAGMERSELLEN	Dagmersellen	47.214748	8.008553		6252		4319	238.7		Gemeinde	6	78558	
31921	G5480	DAILLENS	Daillens	46.628558	6.549613		1306		598	55.5		Gemeinde	6	78666	
31378	G1503	DALLENWIL	Dallenwil	46.918698	8.367476		6383		1649	154.7		Gemeinde	6	78567	
31742	G5071	DALPE	Dalpe	46.464531	8.762601		6774		158	145.2		Gemeinde	6	78643	
79985	G6787	DAMPHREUX	Damphreux	47.473464	7.098607		2933		166	56.5	JU	Gemeinde	6	78696	
31232	G6788	DAMVANT	Damvant	47.36807	6.897797		2914		136	50.4		ehem. Gemeinde	7	152170	
31060		DANIS	Danis	46.749167	9.046789028		7163						7	79381	
30981	G6620	DARDAGNY	Dardagny	46.198632	5.988675		1283		1284	85.6		Gemeinde	6	78693	
79368	G3851	DAVOS	Davos	46.759956	9.854921				11417	2544	GR	Stadt	6	78620	
31061		DAVOS DORF	Davos Dorf	46.833739	9.8438820725		7260						7	79368	
31062		DAVOS PLATZ	Davos Platz	46.875889	9.8210029038		7270						7	79368	
79322	G3594	DEGEN	Degen	46.708475	9.151966		7145		247	67.2	GR	Gemeinde	6	78621	
31406	G3401	DEGERSHEIM	Degersheim	47.383423	9.191035		9113		3952	144.6		Gemeinde	6	78610	
78829	G0535	DEISSWIL	Deisswil bei Münchenbuchsee	47.031643	7.424913		3053		87	21.6	BE	Gemeinde	6	78536	
31512	G2516	DEITINGEN	Deitingen	47.217686	7.620319		4543		2011	76.4		Gemeinde	6	78582	
78694	B2601	DELEMONT	District de Delémont						34484	3031.7	JU	District	4	143	
31233	G6711	DELEMONT	Delémont	47.370104	7.333479		2800		11353	219.8		Stadt	6	78694	
79050	G2051	DELLEY-PORTALBAN	Delley-Portalban	46.91232	6.958909				665	72.6	FR	Gemeinde	6	78570	
79840	G5912	DEMORET	Démoret	46.747617	6.756717		1415		133	42.4	VD	Gemeinde	6	78667	
79716	G5631	DENENS	Denens	46.515855	6.452254		1135		581	32.7	VD	Gemeinde	6	78670	
79746	G5670	DENEZY	Denezy	46.71767	6.781526		1410		122	37.8	VD	Gemeinde	6	78666	
79717	G5632	DENGES	Denges	46.519399	6.533801		1026		1109	16.7	VD	Gemeinde	6	78670	
30460	G4004	DENSBUEREN	Densbüren	47.45115	8.054979		5026		721	125.1		Gemeinde	6	78622	
31513	G2517	DERENDINGEN	Derendingen	47.192248	7.593029		4552		5810	56.3		Gemeinde	6	78582	
79964	G6712	DEVELIER	Develier	47.358614	7.281569		2802		1253	124.6	JU	Gemeinde	6	78694	
30845	G2884	DIEGTEN	Diegten	47.409937	7.809077		4457		1390	96.4		Gemeinde	6	78592	
78519	B0104	DIELSDORF	Bezirk Dielsdorf						68758	1528.5	ZH	Bezirk	4	158	
32216	G0086	DIELSDORF	Dielsdorf	47.477757	8.45356		8157		4882	58.7		Gemeinde	6	78519	
78830	G0536	DIEMERSWIL	Diemerswil	47.015955	7.420668		3053		167	28.6	BE	Gemeinde	6	78536	
30623	G0762	DIEMTIGEN	Diemtigen	46.606397	7.536272		3754		2054	1299.7		Gemeinde	6	78544	
79231	G2845	DIEPFLINGEN	Diepflingen	47.443554	7.841966		4442		506	14.4	BL	Gemeinde	6	78591	
31407	G3234	DIEPOLDSAU	Diepoldsau	47.385463	9.646706		9444		5034	112		Gemeinde	6	78605	
78987	G1053	DIERIKON	Dierikon	47.093144	8.372428		6036		1279	27.8	LU	Gemeinde	6	78556	
78791	G0385	DIESSBACH	Diessbach bei Büren	47.104293	7.363882		3264		862	63	BE	Gemeinde	6	78532	
30624	G0721	DIESSE	Diesse	47.118193	7.117711		2517		419	94.6		Gemeinde	6	78542	
78635	B2003	DIESSENHOFEN	Bezirk Diessenhofen						6239	412.5	TG	Bezirk	4	152	
31610	G4545	DIESSENHOFEN	Diessenhofen	47.683228	8.745317		8253		3227	101.1		Stadt	6	78635	
78526	B0111	DIETIKON	Bezirk Dietikon						73169	601.5	ZH	Bezirk	4	158	
32217	G0243	DIETIKON	Dietikon	47.41109	8.400733		8953		21353	93.8		Stadt	6	78526	
32218	G0054	DIETLIKON	Dietlikon	47.424095	8.614816		8305		6281	42.6		Gemeinde	6	78518	
30461	G4231	DIETWIL	Dietwil	47.147907	8.395151		6042		1023	55.1		Gemeinde	6	78629	
32219	G0216	DINHARD	Dinhard	47.55624	8.763356		8474		1301	70.7		Gemeinde	6	78525	
31743		DINO	Dino	46.037124	8.9827436422		6967						7	31836	
79465	G4194	DINTIKON	Dintikon	47.359316	8.221669		5606		1307	37.3	AG	Gemeinde	6	78628	
79382	G3982	DISENTIS/MUSTER	Disentis/Mustér	46.70362	8.85141		7180		2172	910	GR	Gemeinde	6	78621	
79217	G2784	DITTINGEN	Dittingen	47.432933	7.492666		4243		686	67.5	BL	Gemeinde	6	78589	
31922	G5481	DIZY	Dizy	46.634405	6.492197		1304		170	30.3		Gemeinde	6	78670	
79258	G2915	DOERFLINGEN	Dörflingen	47.709017	8.714232		8239		785	58.2	SH	Gemeinde	6	78594	
30463	G4304	DOETTINGEN	Döttingen	47.560898	8.25318		5312		3241	68.9		Gemeinde	6	78632	
79345	G3722	DOMAT/EMS	Domat/Ems	46.819805	9.453258		7013		6372	242.2	GR	Gemeinde	6	78614	
